epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
182,34707.7,1.16144,0.77794,1.11582,0.71181,0.85149,0.78811,0.53194,1.23412,0.71545,1.16582,0.004027,0.004027,0.004027
183,34897.6,1.15676,0.77689,1.11489,0.71306,0.85018,0.78795,0.53195,1.23412,0.71535,1.16583,0.003994,0.003994,0.003994
184,35087.7,1.16194,0.77764,1.11964,0.71339,0.84866,0.78729,0.53165,1.23406,0.71561,1.16585,0.003961,0.003961,0.003961
185,35277.7,1.16048,0.77484,1.11808,0.71308,0.84968,0.78745,0.53172,1.23376,0.7156,1.16579,0.003928,0.003928,0.003928
186,35467.7,1.16298,0.78155,1.12082,0.71416,0.84886,0.78738,0.53138,1.23368,0.71516,1.1659,0.003895,0.003895,0.003895
187,35657.8,1.15586,0.77731,1.11822,0.71398,0.84851,0.78721,0.53173,1.23362,0.71506,1.16593,0.003862,0.003862,0.003862
188,35847.9,1.15379,0.77018,1.11343,0.71445,0.84833,0.78725,0.53146,1.23346,0.71513,1.16586,0.003829,0.003829,0.003829
189,36037.9,1.15191,0.77326,1.1163,0.7142,0.84804,0.78705,0.53171,1.23326,0.71492,1.16589,0.003796,0.003796,0.003796
190,36227.7,1.15226,0.76907,1.11454,0.71594,0.84744,0.78706,0.5318,1.23356,0.71489,1.16613,0.003763,0.003763,0.003763
191,36417.7,1.15283,0.77424,1.11246,0.71678,0.84709,0.78653,0.53146,1.23351,0.71491,1.16611,0.00373,0.00373,0.00373
192,36607.7,1.14879,0.76673,1.11076,0.71502,0.84896,0.78674,0.53163,1.23361,0.71488,1.16638,0.003697,0.003697,0.003697
193,36798.1,1.15038,0.76908,1.11292,0.71497,0.84883,0.78654,0.53165,1.23324,0.71477,1.16624,0.003664,0.003664,0.003664
194,36988.2,1.14654,0.76563,1.10929,0.71593,0.84787,0.78639,0.53172,1.23312,0.71512,1.16626,0.003631,0.003631,0.003631
195,37178.3,1.14302,0.76505,1.10944,0.71602,0.84838,0.78696,0.532,1.23271,0.71543,1.16603,0.003598,0.003598,0.003598
196,37368.3,1.13794,0.76099,1.10944,0.71568,0.84859,0.78666,0.53191,1.23304,0.71515,1.16634,0.003565,0.003565,0.003565
197,37558.3,1.14245,0.75931,1.10623,0.71492,0.84867,0.78692,0.53211,1.23316,0.71531,1.16632,0.003532,0.003532,0.003532
198,37748.3,1.13658,0.7538,1.10768,0.71654,0.84728,0.78691,0.53234,1.23342,0.71538,1.16672,0.003499,0.003499,0.003499
199,37938.3,1.14139,0.76085,1.1065,0.71534,0.84786,0.78652,0.53247,1.23307,0.71521,1.16643,0.003466,0.003466,0.003466
200,38128.3,1.13933,0.75588,1.1049,0.71531,0.84741,0.78628,0.5321,1.23288,0.71496,1.1663,0.003433,0.003433,0.003433
201,38320,1.13836,0.75506,1.10524,0.71606,0.84706,0.78622,0.53229,1.2328,0.71506,1.16614,0.0034,0.0034,0.0034
202,38512.2,1.13114,0.74849,1.10012,0.71556,0.84752,0.78666,0.53284,1.2331,0.71465,1.1664,0.003367,0.003367,0.003367
203,38703.3,1.13811,0.75189,1.10618,0.71384,0.84989,0.78628,0.533,1.23328,0.71454,1.16659,0.003334,0.003334,0.003334
204,38894.2,1.13255,0.74673,1.10054,0.71472,0.85007,0.78616,0.53289,1.2333,0.71472,1.16653,0.003301,0.003301,0.003301
205,39084.1,1.13072,0.75178,1.10328,0.71306,0.85019,0.78593,0.53276,1.23352,0.71482,1.1667,0.003268,0.003268,0.003268
206,39276.3,1.12755,0.74905,1.09979,0.71224,0.85033,0.7857,0.53263,1.23377,0.71486,1.16689,0.003235,0.003235,0.003235
207,39466.4,1.128,0.74528,1.09951,0.71377,0.8478,0.78541,0.53295,1.23402,0.71505,1.16707,0.003202,0.003202,0.003202
208,39657.4,1.12495,0.74334,1.09752,0.7164,0.84643,0.78548,0.5328,1.23378,0.71529,1.16688,0.003169,0.003169,0.003169
209,39849,1.12246,0.74027,1.09788,0.71578,0.84548,0.78502,0.53296,1.23389,0.71523,1.16689,0.003136,0.003136,0.003136
210,40038.9,1.11925,0.74519,1.0966,0.71565,0.84485,0.78531,0.53362,1.23398,0.71525,1.16688,0.003103,0.003103,0.003103
211,40229,1.11731,0.73965,1.09626,0.71323,0.84655,0.78569,0.5337,1.23408,0.71524,1.16696,0.00307,0.00307,0.00307
212,40419.3,1.12018,0.74473,1.09661,0.71398,0.84533,0.78575,0.53373,1.23384,0.71544,1.16685,0.003037,0.003037,0.003037
213,40609.5,1.11281,0.73882,1.09291,0.71566,0.84435,0.78566,0.53349,1.23392,0.71534,1.16669,0.003004,0.003004,0.003004
214,40799.1,1.11755,0.73549,1.09352,0.71504,0.8453,0.78543,0.5336,1.23386,0.7153,1.16657,0.002971,0.002971,0.002971
215,40989,1.11729,0.73426,1.09524,0.71447,0.84735,0.78611,0.53394,1.23383,0.71536,1.16652,0.002938,0.002938,0.002938
216,41178.7,1.11116,0.73393,1.09171,0.71447,0.84661,0.78585,0.53418,1.23387,0.71553,1.16663,0.002905,0.002905,0.002905
217,41368.5,1.11085,0.73086,1.09214,0.71405,0.84737,0.7858,0.53378,1.23408,0.71568,1.16687,0.002872,0.002872,0.002872
218,41558,1.10848,0.73305,1.09099,0.7136,0.84734,0.78569,0.53348,1.23445,0.71626,1.16726,0.002839,0.002839,0.002839
219,41747.6,1.1113,0.72464,1.08954,0.71394,0.84812,0.78547,0.53328,1.23464,0.71597,1.16731,0.002806,0.002806,0.002806
220,41937.1,1.10266,0.72698,1.08888,0.71328,0.84869,0.78528,0.53327,1.2348,0.71646,1.16743,0.002773,0.002773,0.002773
221,42126.6,1.10352,0.72815,1.08912,0.71302,0.84766,0.78504,0.53297,1.23481,0.71647,1.16778,0.00274,0.00274,0.00274
222,42315.8,1.10043,0.7251,1.08961,0.71296,0.84721,0.78502,0.53289,1.23493,0.7164,1.1683,0.002707,0.002707,0.002707
223,42505.3,1.09653,0.72173,1.08444,0.71374,0.84797,0.78469,0.53298,1.23495,0.71684,1.16847,0.002674,0.002674,0.002674
224,42694.5,1.09113,0.7197,1.08243,0.71372,0.84642,0.78455,0.53296,1.23499,0.71697,1.1686,0.002641,0.002641,0.002641
225,42883.7,1.09395,0.71864,1.08252,0.71448,0.84641,0.78419,0.53295,1.235,0.71755,1.1686,0.002608,0.002608,0.002608
226,43073.1,1.09079,0.71538,1.08216,0.7146,0.84626,0.78391,0.53275,1.23519,0.71795,1.1685,0.002575,0.002575,0.002575
227,43262.6,1.08955,0.71842,1.07953,0.71534,0.84655,0.78394,0.53255,1.2356,0.71815,1.16888,0.002542,0.002542,0.002542
228,43451.9,1.08905,0.71695,1.08133,0.71493,0.8484,0.78421,0.53231,1.23599,0.71818,1.16925,0.002509,0.002509,0.002509
229,43641.3,1.08757,0.71456,1.08056,0.71551,0.84902,0.78428,0.53191,1.23628,0.71848,1.16953,0.002476,0.002476,0.002476
230,43830.7,1.08871,0.71429,1.08093,0.71506,0.84926,0.78392,0.53195,1.23649,0.71849,1.16986,0.002443,0.002443,0.002443
231,44020.1,1.08299,0.71138,1.07778,0.71515,0.84754,0.78377,0.53191,1.23677,0.71887,1.1704,0.00241,0.00241,0.00241
232,44209.6,1.07715,0.70672,1.07549,0.71551,0.84687,0.78335,0.53185,1.23695,0.71915,1.17065,0.002377,0.002377,0.002377
233,44398.9,1.08023,0.70176,1.07529,0.71494,0.84684,0.7829,0.53157,1.23725,0.7197,1.17093,0.002344,0.002344,0.002344
234,44588.8,1.07957,0.70562,1.07581,0.71492,0.84669,0.7826,0.53135,1.23746,0.71996,1.17111,0.002311,0.002311,0.002311
235,44778.5,1.07641,0.70012,1.0733,0.71518,0.84595,0.78201,0.53144,1.23759,0.72027,1.17127,0.002278,0.002278,0.002278
236,44968,1.07373,0.70292,1.07454,0.71518,0.84568,0.7822,0.53117,1.23742,0.72053,1.17135,0.002245,0.002245,0.002245
237,45157.6,1.06689,0.7022,1.0714,0.71504,0.8461,0.78239,0.53109,1.23769,0.72067,1.17167,0.002212,0.002212,0.002212
238,45347,1.07308,0.69921,1.07282,0.71525,0.84636,0.78222,0.531,1.23737,0.72077,1.17149,0.002179,0.002179,0.002179
239,45536.4,1.06573,0.69477,1.07391,0.71475,0.84542,0.78162,0.53094,1.23736,0.7208,1.17156,0.002146,0.002146,0.002146
240,45725.9,1.06113,0.69156,1.06888,0.71446,0.8444,0.78125,0.53091,1.23729,0.72134,1.17141,0.002113,0.002113,0.002113
241,45915.5,1.0706,0.69661,1.0729,0.71545,0.84378,0.78141,0.53145,1.23736,0.72128,1.17168,0.00208,0.00208,0.00208
242,46104.9,1.0613,0.69349,1.07046,0.71584,0.84286,0.78161,0.53149,1.23744,0.72178,1.17205,0.002047,0.002047,0.002047
243,46296.4,1.05451,0.68712,1.0632,0.71493,0.8437,0.78127,0.53152,1.23781,0.72253,1.17247,0.002014,0.002014,0.002014
244,46488.4,1.05495,0.68602,1.06162,0.71471,0.8432,0.78097,0.53099,1.23795,0.72284,1.1725,0.001981,0.001981,0.001981
245,46678.8,1.05859,0.68673,1.0652,0.71483,0.84299,0.78098,0.5311,1.23827,0.72322,1.17268,0.001948,0.001948,0.001948
246,46868.3,1.05418,0.68299,1.06373,0.71459,0.84378,0.78095,0.53095,1.23843,0.72334,1.17278,0.001915,0.001915,0.001915
247,47057.8,1.05331,0.68296,1.06289,0.71864,0.83997,0.78091,0.5309,1.23847,0.72383,1.17296,0.001882,0.001882,0.001882
248,47247.4,1.04235,0.67646,1.05935,0.71898,0.8396,0.78047,0.53051,1.23866,0.72405,1.17325,0.001849,0.001849,0.001849
249,47437.2,1.0461,0.68235,1.06176,0.71889,0.84016,0.7805,0.5304,1.23846,0.72425,1.1734,0.001816,0.001816,0.001816
250,47628.2,1.04343,0.67739,1.05831,0.71819,0.83945,0.77993,0.53038,1.2388,0.72491,1.17379,0.001783,0.001783,0.001783
251,47818.6,1.04267,0.67749,1.05979,0.71666,0.84195,0.78002,0.53028,1.23906,0.72556,1.17408,0.00175,0.00175,0.00175
252,48012.2,1.03557,0.67566,1.05504,0.71747,0.84028,0.78023,0.53028,1.23939,0.7261,1.17434,0.001717,0.001717,0.001717
253,48218.4,1.03842,0.67526,1.05671,0.71779,0.8389,0.77997,0.52997,1.23965,0.72681,1.17454,0.001684,0.001684,0.001684
254,48417.5,1.03148,0.67063,1.05203,0.71643,0.83933,0.77948,0.5299,1.24044,0.72771,1.17535,0.001651,0.001651,0.001651
255,48617.3,1.02865,0.66759,1.05164,0.71547,0.83928,0.77889,0.52968,1.24091,0.7284,1.17581,0.001618,0.001618,0.001618
256,48825.5,1.02806,0.66658,1.05303,0.71469,0.84014,0.77886,0.52992,1.24117,0.72888,1.17599,0.001585,0.001585,0.001585
257,49027,1.02537,0.66367,1.05151,0.71446,0.84013,0.77844,0.52987,1.24121,0.72961,1.1762,0.001552,0.001552,0.001552
258,49228,1.02391,0.66353,1.05209,0.71579,0.83894,0.77853,0.53002,1.2415,0.73036,1.17654,0.001519,0.001519,0.001519
259,49436.1,1.02144,0.65942,1.0494,0.71572,0.83911,0.77803,0.52977,1.24169,0.73126,1.17676,0.001486,0.001486,0.001486
260,49644.7,1.01643,0.65867,1.04654,0.71607,0.83806,0.77784,0.52978,1.242,0.7323,1.17707,0.001453,0.001453,0.001453
261,49853.3,1.0184,0.65734,1.04848,0.71419,0.83967,0.77747,0.52969,1.24247,0.73306,1.17763,0.00142,0.00142,0.00142
262,50059.4,1.01667,0.65483,1.04684,0.7133,0.84104,0.77732,0.52934,1.24287,0.73442,1.17806,0.001387,0.001387,0.001387
263,50260.6,1.00848,0.6556,1.04499,0.71292,0.84044,0.77706,0.52911,1.24333,0.73503,1.17862,0.001354,0.001354,0.001354
264,50464,1.00718,0.65143,1.04329,0.71402,0.83959,0.77651,0.52876,1.2434,0.73614,1.17892,0.001321,0.001321,0.001321
265,50668.8,1.00114,0.64905,1.03979,0.71446,0.83891,0.77651,0.52849,1.24348,0.73736,1.1791,0.001288,0.001288,0.001288
266,50877.2,0.99832,0.64648,1.03973,0.71411,0.83874,0.77619,0.52833,1.24372,0.73829,1.17955,0.001255,0.001255,0.001255
267,51084.4,0.99858,0.64612,1.04042,0.71608,0.83582,0.77615,0.52859,1.24401,0.73909,1.17995,0.001222,0.001222,0.001222
268,51282.2,0.99974,0.64419,1.03999,0.71652,0.83461,0.77599,0.52843,1.24408,0.73999,1.18031,0.001189,0.001189,0.001189
269,51472.5,0.9896,0.64281,1.03751,0.71627,0.83432,0.77562,0.52826,1.24437,0.7408,1.18087,0.001156,0.001156,0.001156
270,51664.3,0.99451,0.64149,1.03801,0.71535,0.83506,0.77537,0.52816,1.24477,0.74189,1.18145,0.001123,0.001123,0.001123
271,51861,0.99018,0.6395,1.03626,0.71482,0.83549,0.775,0.52785,1.2449,0.74269,1.1818,0.00109,0.00109,0.00109
272,52065.5,0.98546,0.63692,1.03467,0.71426,0.8364,0.77493,0.52797,1.24514,0.74394,1.18216,0.001057,0.001057,0.001057
273,52270.8,0.98171,0.63076,1.03112,0.71382,0.83622,0.77432,0.52748,1.24552,0.74554,1.18265,0.001024,0.001024,0.001024
274,52475,0.98136,0.6354,1.03415,0.71333,0.83639,0.77434,0.5276,1.24598,0.74716,1.18323,0.000991,0.000991,0.000991
275,52679.6,0.97953,0.63089,1.03128,0.7127,0.83451,0.77375,0.52754,1.24646,0.74859,1.1839,0.000958,0.000958,0.000958
276,52884.8,0.972,0.63145,1.03017,0.71255,0.83449,0.77366,0.52709,1.247,0.74954,1.18467,0.000925,0.000925,0.000925
277,53090.4,0.96847,0.62523,1.02878,0.71287,0.83339,0.77336,0.52695,1.24703,0.75055,1.18504,0.000892,0.000892,0.000892
278,53294.6,0.96447,0.62627,1.02585,0.71268,0.83379,0.77334,0.5268,1.24763,0.75223,1.18578,0.000859,0.000859,0.000859
279,53500.1,0.97143,0.62695,1.0279,0.71332,0.8338,0.77335,0.52686,1.2481,0.75391,1.18643,0.000826,0.000826,0.000826
280,53695.6,0.95748,0.61771,1.02148,0.71209,0.8332,0.77256,0.52632,1.24839,0.75575,1.18682,0.000793,0.000793,0.000793
281,53902.5,0.96149,0.61916,1.02188,0.71241,0.83232,0.7724,0.52638,1.24866,0.75749,1.18694,0.00076,0.00076,0.00076
282,54095.6,0.96088,0.6186,1.02395,0.71356,0.83064,0.7722,0.52652,1.24916,0.75922,1.18742,0.000727,0.000727,0.000727
283,54288.5,0.9603,0.61817,1.02177,0.71375,0.82938,0.77214,0.52646,1.24938,0.76092,1.18804,0.000694,0.000694,0.000694
284,54483.2,0.95557,0.61438,1.01919,0.71348,0.8288,0.77155,0.52604,1.24956,0.76298,1.18832,0.000661,0.000661,0.000661
285,54674.5,0.94477,0.60856,1.01743,0.71453,0.82705,0.7712,0.52551,1.25003,0.76505,1.18898,0.000628,0.000628,0.000628
286,54875.9,0.94366,0.60418,1.01597,0.71318,0.8275,0.77077,0.52534,1.25044,0.76675,1.1896,0.000595,0.000595,0.000595
287,55074.7,0.94189,0.60729,1.01475,0.71327,0.82548,0.77023,0.5249,1.25071,0.76842,1.19025,0.000562,0.000562,0.000562
288,55272.5,0.9398,0.60261,1.01607,0.71406,0.82279,0.76992,0.52469,1.25127,0.77043,1.19094,0.000529,0.000529,0.000529
289,55466.6,0.94043,0.60534,1.01572,0.71411,0.82217,0.76968,0.52436,1.25195,0.77219,1.19176,0.000496,0.000496,0.000496
290,55665.4,0.93289,0.60033,1.01133,0.71178,0.8238,0.76927,0.52424,1.25238,0.77405,1.1924,0.000463,0.000463,0.000463
291,55865,0.90711,0.52263,0.99328,0.71325,0.82152,0.76907,0.52397,1.25312,0.77627,1.19333,0.00043,0.00043,0.00043
292,56073.2,0.89381,0.51394,0.98747,0.71464,0.81784,0.76876,0.52381,1.25381,0.77868,1.19431,0.000397,0.000397,0.000397
293,56278.3,0.89009,0.51,0.98746,0.71501,0.81702,0.76809,0.52361,1.25446,0.78104,1.19533,0.000364,0.000364,0.000364
294,56484.3,0.88159,0.50708,0.98476,0.71539,0.81653,0.76745,0.52298,1.25481,0.78366,1.19594,0.000331,0.000331,0.000331
295,56688.1,0.87639,0.50428,0.98177,0.71375,0.81716,0.76686,0.52281,1.25525,0.7861,1.19691,0.000298,0.000298,0.000298
296,56887.3,0.871,0.50025,0.97834,0.71392,0.81659,0.76639,0.5225,1.25594,0.78876,1.19788,0.000265,0.000265,0.000265
297,57077.8,0.86833,0.49973,0.97828,0.71363,0.8159,0.76557,0.52222,1.25636,0.79171,1.19891,0.000232,0.000232,0.000232
298,57268.1,0.86519,0.49734,0.97686,0.71411,0.81584,0.76511,0.5218,1.25655,0.79409,1.19972,0.000199,0.000199,0.000199
299,57458.7,0.86282,0.49592,0.9747,0.71313,0.81563,0.76447,0.52152,1.25701,0.79657,1.20057,0.000166,0.000166,0.000166
300,57648.8,0.85691,0.49321,0.97313,0.7125,0.81619,0.76389,0.52086,1.25725,0.79921,1.20122,0.000133,0.000133,0.000133
